censustract,changeinrent0016,gentrificationcomposite
3025300,157.8856153,4.786431453
3025400,55.5862069,-1.04588563
3025500,137.4429224,2.53446209
3025600,89.58630530000001,-.626400063
3025700,89.5172414,2.756673411
3025800,77.2661871,-.819796692
3025901,132.6599327,4.195195269
3025902,34.6153846,-.731996444
3026000,77.2486772,-.490172964
3026100,168.9013035,6.426255239
3026200,69.35028250000001,.40414924
3026300,101.0810811,3.954122722
3026400,64.7552448,-.34423282
3026500,77.7950311,3.09639959
3026600,64.34782610000001,-.986778386
3026700,104.5608108,3.806842453
3026800,73.2467532,-.665598461
3026900,109.2257002,3.330617964
3027000,87.388724,.41189937
3027100,123.5099338,3.760374196
3027200,73.3425414,-.529328139
3027300,74.45255469999999,1.618447999
3027400,58.8162762,-.941493132
3027500,150.0813008,3.670273914
3027600,76.8571429,-.168002788
3027700,131.2260536,2.56720157
3027800,100.5943536,.9181952839999999
3027900,86.34146339999999,4.215451529
3028000,77.5631501,-.499781401
3028100,86.8486352,3.031107849
3028200,68.8172043,-.201692654
3028300,102.0408163,2.874266334
3028400,67.6880223,-1.14147167
3028501,212.7407407,5.298702112
3028502,99.5412844,.083407285
3028600,73.6187845,-.44555793
3028700,60.6714628,1.381766059
3028800,70.8737864,.933555247
3028900,84.05797099999999,2.72262283
3029000,63.7333333,.101280177
3029100,100.6451613,3.189935346
3029200,76.744186,-.366927413
3029300,123.7529691,1.901051573
3029400,67.2108844,-.968465003
3029500,110.9567901,3.704174625
3029600,78.1546811,-.651469021
3029700,119.650655,1.663627188
